,$L(\mu H)$,L_str,$R(\Omega)$,R_str,$C(\mu F)$,C_str,V(out),W
0,0.0426494232775542,0.0426494232775542u,1.0,1.0,14.84797094777797,14.84797094777797u,0.018721303,0.019998696
1,0.0426494232775542,0.0426494232775542u,1.1242100350620865,1.1242100350620865,14.84797094777797,14.84797094777797u,0.07719689,0.018483656
2,0.0426494232775542,0.0426494232775542u,1.263848202934298,1.263848202934298,14.84797094777797,14.84797094777797u,0.07009637,0.017873662
3,0.0426494232775542,0.0426494232775542u,1.4208308325339223,1.4208308325339223,14.84797094777797,14.84797094777797u,0.014816134,0.015857335
4,0.0426494232775542,0.0426494232775542u,1.5973122800602544,1.5973122800602544,14.84797094777797,14.84797094777797u,0.057874758,0.015172257
5,0.0427055989434187,0.0427055989434187u,1.0,1.0,14.828439676109506,14.828439676109506u,0.07762003,0.020000963
6,0.0427055989434187,0.0427055989434187u,1.1242100350620865,1.1242100350620865,14.828439676109506,14.828439676109506u,0.078112066,0.018596701
7,0.0427055989434187,0.0427055989434187u,1.263848202934298,1.263848202934298,14.828439676109506,14.828439676109506u,0.07087245,0.017285833
8,0.0427055989434187,0.0427055989434187u,1.4208308325339223,1.4208308325339223,14.828439676109506,14.828439676109506u,0.0640019,0.016830059
9,0.0427055989434187,0.0427055989434187u,1.5973122800602544,1.5973122800602544,14.828439676109506,14.828439676109506u,0.047880992,0.015447831
10,0.0429068752184171,0.0429068752184171u,1.0,1.0,14.75887942296005,14.75887942296005u,-0.0504397,0.019730188
11,0.0429068752184171,0.0429068752184171u,1.1242100350620865,1.1242100350620865,14.75887942296005,14.75887942296005u,0.078425616,0.018121874
12,0.0429068752184171,0.0429068752184171u,1.263848202934298,1.263848202934298,14.75887942296005,14.75887942296005u,0.053543,0.017787183
13,0.0429068752184171,0.0429068752184171u,1.4208308325339223,1.4208308325339223,14.75887942296005,14.75887942296005u,0.06426581,0.01612696
14,0.0429068752184171,0.0429068752184171u,1.5973122800602544,1.5973122800602544,14.75887942296005,14.75887942296005u,0.048304755,0.015714467
15,0.0429612219979342,0.0429612219979342u,1.0,1.0,14.740209154084615,14.740209154084615u,0.07679238,0.019860016
16,0.0429612219979342,0.0429612219979342u,1.1242100350620865,1.1242100350620865,14.740209154084615,14.740209154084615u,0.016919935,0.018821418
17,0.0429612219979342,0.0429612219979342u,1.263848202934298,1.263848202934298,14.740209154084615,14.740209154084615u,0.057340596,0.017572356
18,0.0429612219979342,0.0429612219979342u,1.4208308325339223,1.4208308325339223,14.740209154084615,14.740209154084615u,0.025596486,0.016240884
19,0.0429612219979342,0.0429612219979342u,1.5973122800602544,1.5973122800602544,14.740209154084615,14.740209154084615u,0.048467476,0.015268436
20,0.0430226039327476,0.0430226039327476u,1.0,1.0,14.719178754370848,14.719178754370848u,0.034491196,0.019432895
21,0.0430226039327476,0.0430226039327476u,1.1242100350620865,1.1242100350620865,14.719178754370848,14.719178754370848u,0.057658765,0.019497665
22,0.0430226039327476,0.0430226039327476u,1.263848202934298,1.263848202934298,14.719178754370848,14.719178754370848u,0.07116333,0.017416583
23,0.0430226039327476,0.0430226039327476u,1.4208308325339223,1.4208308325339223,14.719178754370848,14.719178754370848u,0.050466303,0.01631751
24,0.0430226039327476,0.0430226039327476u,1.5973122800602544,1.5973122800602544,14.719178754370848,14.719178754370848u,0.05827281,0.01520601
