,w,s,n,$L(\mu H)$,$R_L(\Omega)$
3017,1.1,0.30000000000000004,1.0,0.09365495761125095,4.718337662337663e-05
3018,1.1,0.30000000000000004,2.0,0.2853191488998227,4.212155844155844e-05
3019,1.1,0.30000000000000004,3.0,0.5176133115333781,3.7059740259740264e-05
3020,1.1,0.30000000000000004,4.0,0.7561192763837568,3.1997922077922085e-05
3021,1.1,0.30000000000000004,5.0,0.976987327537989,2.69361038961039e-05
3022,1.1,0.30000000000000004,6.0,1.1636205615132693,2.187428571428572e-05
3023,1.1,0.30000000000000004,7.0,1.3050556696851492,1.6812467532467535e-05
3024,1.1,0.30000000000000004,8.0,1.3949615115899487,1.1750649350649356e-05
3025,1.1,0.30000000000000004,9.0,1.4309244046264014,6.688831168831177e-06
3026,1.1,0.4,1.0,0.09246307320531448,4.6821818181818186e-05
3027,1.1,0.4,2.0,0.27915829287406096,4.1398441558441563e-05
3028,1.1,0.4,3.0,0.5013801099832228,3.597506493506494e-05
3029,1.1,0.4,4.0,0.7242282057038015,3.055168831168832e-05
3030,1.1,0.4,5.0,0.9240180115648008,2.5128311688311697e-05
3031,1.1,0.4,6.0,1.0848434315444373,1.9704935064935075e-05
3032,1.1,0.4,7.0,1.1968651621106334,1.4281558441558452e-05
3033,1.1,0.4,8.0,1.2552299119666128,8.85818181818183e-06
3034,1.1,0.4,9.0,1.259281923943618,3.434805194805208e-06
3035,1.1,0.5,1.0,0.0914626066838487,4.646025974025974e-05
3036,1.1,0.5,2.0,0.27363982904381834,4.067532467532468e-05
3037,1.1,0.5,3.0,0.48648672381034114,3.489038961038962e-05
3038,1.1,0.5,4.0,0.6946777294854416,2.910545454545455e-05
3039,1.1,0.5,5.0,0.8747886023443274,2.3320519480519484e-05
3040,1.1,0.5,6.0,1.0117234855085453,1.753558441558442e-05
3041,1.1,0.5,7.0,1.0968997430194918,1.1750649350649356e-05
3042,1.1,0.5,8.0,1.1270772494272794,5.9657142857142906e-06
3043,1.1,0.6,1.0,0.09058316972098791,4.60987012987013e-05
3044,1.1,0.6,2.0,0.2685393283695284,3.99522077922078e-05
3045,1.1,0.6,3.0,0.47250473545593424,3.380571428571429e-05
3046,1.1,0.6,4.0,0.6668047549801793,2.7659220779220783e-05
3047,1.1,0.6,5.0,0.828383092910401,2.1512727272727277e-05
3048,1.1,0.6,6.0,0.9430805706178208,1.536623376623377e-05
3049,1.1,0.6,7.0,1.0037055383477251,9.219740259740267e-06
3050,1.1,0.7000000000000001,1.0,0.08978738033046514,4.573714285714286e-05
3051,1.1,0.7000000000000001,2.0,0.26373702924535336,3.922909090909091e-05
3052,1.1,0.7000000000000001,3.0,0.4592041282470936,3.2721038961038965e-05
3053,1.1,0.7000000000000001,4.0,0.6402503194450911,2.6212987012987016e-05
3054,1.1,0.7000000000000001,5.0,0.784299880064835,1.9704935064935068e-05
3055,1.1,0.7000000000000001,6.0,0.8782579389434534,1.3196883116883122e-05
3056,1.1,0.7000000000000001,7.0,0.916455114775609,6.68883116883117e-06
3057,1.1,0.8,1.0,0.08905299621703622,4.537558441558442e-05
3058,1.1,0.8,2.0,0.25916132531480796,3.850597402597403e-05
3059,1.1,0.8,3.0,0.4464464698246448,3.1636363636363635e-05
3060,1.1,0.8,4.0,0.6147963626092423,2.476675324675325e-05
3061,1.1,0.8,5.0,0.7422301066206753,1.7897142857142858e-05
3062,1.1,0.8,6.0,0.8168432789212546,1.102753246753247e-05
3063,1.1,0.8,7.0,0.8346147356188021,4.157922077922081e-06
3064,1.1,0.9,1.0,0.08836570487541251,4.5014025974025976e-05
3065,1.1,0.9,2.0,0.25476590818785483,3.778285714285715e-05
3066,1.1,0.9,3.0,0.43414159955274073,3.055168831168832e-05
3067,1.1,0.9,4.0,0.5902993563944572,2.3320519480519487e-05
3068,1.1,0.9,5.0,0.7019672546949638,1.6089350649350655e-05
3069,1.1,0.9,6.0,0.7585545386441805,8.85818181818183e-06
3070,1.1,1.0,1.0,0.08771575133908942,4.465246753246754e-05
3071,1.1,1.0,2.0,0.2505190523871028,3.7059740259740264e-05
3072,1.1,1.0,3.0,0.42222727400197024,2.9467012987012993e-05
3073,1.1,1.0,4.0,0.5666590289030146,2.187428571428572e-05
3074,1.1,1.0,5.0,0.663364412050874,1.4281558441558446e-05
3075,1.1,1.0,6.0,0.7031857668948371,6.688831168831177e-06
3076,1.1,1.1,1.0,0.08709618708873507,4.4290909090909096e-05
3077,1.1,1.1,2.0,0.24639803895900603,3.633662337662338e-05
3078,1.1,1.1,3.0,0.41065854782379574,2.8382337662337666e-05
3079,1.1,1.1,4.0,0.5438020027716605,2.0428051948051954e-05
3080,1.1,1.1,5.0,0.6263118473726547,1.2473766233766243e-05
3081,1.1,1.1,6.0,0.6505785896033973,4.519480519480524e-06
3082,1.1,1.2000000000000002,1.0,0.08650188659811807,4.392935064935065e-05
3083,1.1,1.2000000000000002,2.0,0.2423860166813455,3.56135064935065e-05
3084,1.1,1.2000000000000002,3.0,0.39940178185155734,2.7297662337662343e-05
3085,1.1,1.2000000000000002,4.0,0.5216725376818073,1.8981818181818188e-05
3086,1.1,1.2000000000000002,5.0,0.5907242823274914,1.0665974025974033e-05
3087,1.1,1.3000000000000003,1.0,0.08592896013224578,4.356779220779221e-05
3088,1.1,1.3000000000000003,2.0,0.23847012379668064,3.489038961038961e-05
3089,1.1,1.3000000000000003,3.0,0.3884310487127727,2.6212987012987013e-05
3090,1.1,1.3000000000000003,4.0,0.5002269616829939,1.7535584415584415e-05
3091,1.1,1.3000000000000003,5.0,0.5565332105331471,8.858181818181817e-06
3092,1.1,1.4000000000000001,1.0,0.0853743854477582,4.3206233766233766e-05
3093,1.1,1.4000000000000001,2.0,0.2346403073364376,3.416727272727273e-05
3094,1.1,1.4000000000000001,3.0,0.3777258678418412,2.5128311688311693e-05
3095,1.1,1.4000000000000001,4.0,0.47943015231945824,1.6089350649350655e-05
3096,1.1,1.4000000000000001,5.0,0.5236820275401838,7.05038961038962e-06
3097,1.1,1.5000000000000002,1.0,0.08483576724239905,4.284467532467533e-05
3098,1.1,1.5000000000000002,2.0,0.2308885502717486,3.3444155844155845e-05
3099,1.1,1.5000000000000002,3.0,0.36726971920149903,2.4043636363636364e-05
3100,1.1,1.5000000000000002,4.0,0.45925322101453114,1.4643116883116882e-05
3101,1.1,1.5000000000000002,5.0,0.49212281470685426,5.242597402597397e-06
3102,1.1,1.6,1.0,0.08431117461779526,4.2483116883116887e-05
3103,1.1,1.6,2.0,0.22720834815381732,3.2721038961038965e-05
3104,1.1,1.6,3.0,0.3570490343078148,2.2958961038961044e-05
3105,1.1,1.6,4.0,0.43967193655391756,1.3196883116883122e-05
3106,1.1,1.7000000000000002,1.0,0.08379902803739298,4.212155844155844e-05
3107,1.1,1.7000000000000002,2.0,0.22359434432056036,3.1997922077922085e-05
3108,1.1,1.7000000000000002,3.0,0.3470524912005531,2.187428571428572e-05
3109,1.1,1.7000000000000002,4.0,0.4206656202233551,1.1750649350649356e-05
3110,1.1,1.8000000000000003,1.0,0.08329801872716856,4.176000000000001e-05
3111,1.1,1.8000000000000003,2.0,0.2200420692222267,3.12748051948052e-05
3112,1.1,1.8000000000000003,3.0,0.33727050937977215,2.0789610389610398e-05
3113,1.1,1.8000000000000003,4.0,0.4022163519030718,1.030441558441559e-05
3114,1.1,1.9000000000000001,1.0,0.08280704994965145,4.1398441558441563e-05
3115,1.1,1.9000000000000001,2.0,0.2165477500687907,3.055168831168832e-05
3116,1.1,1.9000000000000001,3.0,0.32769488006133946,1.9704935064935075e-05
3117,1.1,1.9000000000000001,4.0,0.38430838702946873,8.85818181818183e-06
3118,1.1,2.0,1.0,0.08232519339276258,4.103688311688312e-05
3119,1.1,2.0,2.0,0.21310816915631306,2.9828571428571432e-05
3120,1.1,2.0,3.0,0.3183184902862348,1.8620259740259745e-05
3121,1.1,2.0,4.0,0.3669277201109438,7.411948051948057e-06
3122,1.1,2.1,1.0,0.08185165623231237,4.067532467532468e-05
3123,1.1,2.1,2.0,0.2097205566294926,2.910545454545455e-05
3124,1.1,2.1,3.0,0.30913511355212303,1.753558441558442e-05
3125,1.1,2.1,4.0,0.35006175232978115,5.9657142857142906e-06
3126,1.1,2.2,1.0,0.0813857558785836,4.0313766233766234e-05
3127,1.1,2.2,2.0,0.20638250807882855,2.8382337662337666e-05
3128,1.1,2.2,3.0,0.3001392485122696,1.6450909090909092e-05
3129,1.1,2.3000000000000003,1.0,0.08092690035091793,3.99522077922078e-05
3130,1.1,2.3000000000000003,2.0,0.2030919203592482,2.7659220779220783e-05
3131,1.1,2.3000000000000003,3.0,0.2913259930103463,1.536623376623377e-05
3132,1.1,2.4000000000000004,1.0,0.08047457283878992,3.9590649350649354e-05
3133,1.1,2.4000000000000004,2.0,0.19984694098695238,2.69361038961039e-05
3134,1.1,2.4000000000000004,3.0,0.2826909444975993,1.4281558441558446e-05
3135,1.1,2.5000000000000004,1.0,0.08002831942105529,3.922909090909091e-05
3136,1.1,2.5000000000000004,2.0,0.1966459277973518,2.6212987012987016e-05
3137,1.1,2.5000000000000004,3.0,0.2742301204256452,1.3196883116883122e-05
3138,1.1,2.6,1.0,0.07958773919821104,3.8867532467532474e-05
3139,1.1,2.6,2.0,0.19348741645683978,2.5489870129870133e-05
3140,1.1,2.6,3.0,0.2659398939579488,1.21122077922078e-05
3141,1.1,2.7,1.0,0.07915247628991567,3.850597402597403e-05
3142,1.1,2.7,2.0,0.19037009405629537,2.476675324675325e-05
3143,1.1,2.7,3.0,0.25781694156617296,1.102753246753247e-05
3144,1.1,2.8000000000000003,1.0,0.07872221328982687,3.814441558441559e-05
3145,1.1,2.8000000000000003,2.0,0.1872927774645959,2.4043636363636367e-05
3146,1.1,2.8000000000000003,3.0,0.2498581999461317,9.942857142857146e-06
3147,1.1,2.9000000000000004,1.0,0.07829666587027245,3.778285714285715e-05
3148,1.1,2.9000000000000004,2.0,0.18425439544444155,2.3320519480519487e-05
3149,1.1,2.9000000000000004,3.0,0.2420608303137755,8.85818181818183e-06
3150,1.1,3.0000000000000004,1.0,0.07787557830241236,3.74212987012987e-05
3151,1.1,3.0000000000000004,2.0,0.1812539737690068,2.25974025974026e-05
3152,1.1,3.0000000000000004,3.0,0.2344221885984089,7.773506493506493e-06
3153,1.1,3.1,1.0,0.07745871971145663,3.7059740259740264e-05
3154,1.1,3.1,2.0,0.1782906227522416,2.187428571428572e-05
3155,1.1,3.2,1.0,0.07704588092668917,3.669818181818182e-05
3156,1.1,3.2,2.0,0.17536352673575073,2.1151168831168834e-05
3157,1.1,3.3000000000000003,1.0,0.07663687181631747,3.633662337662338e-05
3158,1.1,3.3000000000000003,2.0,0.17247193517329829,2.0428051948051954e-05
3159,1.1,3.4000000000000004,1.0,0.07623151902019197,3.597506493506494e-05
3160,1.1,3.4000000000000004,2.0,0.16961515502871852,1.9704935064935075e-05
3161,1.1,3.5000000000000004,1.0,0.07582966401111609,3.56135064935065e-05
3162,1.1,3.5000000000000004,2.0,0.16679254426045564,1.8981818181818188e-05
3163,1.1,3.6,1.0,0.07543116142915016,3.5251948051948055e-05
3164,1.1,3.6,2.0,0.16400350621047743,1.82587012987013e-05
3165,1.1,3.7,1.0,0.07503587764399156,3.489038961038961e-05
3166,1.1,3.7,2.0,0.16124748475009668,1.7535584415584415e-05
3167,1.1,3.8000000000000003,1.0,0.07464368950891133,3.452883116883117e-05
3168,1.1,3.8000000000000003,2.0,0.1585239600626312,1.6812467532467535e-05
3169,1.1,3.9000000000000004,1.0,0.07425448327637524,3.416727272727273e-05
3170,1.1,3.9000000000000004,2.0,0.1558324449645417,1.6089350649350655e-05
3171,1.1,4.0,1.0,0.07386815365077776,3.3805714285714295e-05
3172,1.1,4.0,2.0,0.1531724816840227,1.5366233766233775e-05
3173,1.1,4.1,1.0,0.07348460295796964,3.344415584415585e-05
3174,1.1,4.1,2.0,0.15054363902994344,1.4643116883116896e-05
3175,1.1,4.2,1.0,0.07310374041468999,3.308259740259741e-05
3176,1.1,4.2,2.0,0.14794550989528202,1.3920000000000002e-05
3177,1.1,4.3,1.0,0.07272548148379819,3.2721038961038965e-05
3178,1.1,4.3,2.0,0.1453777090483336,1.3196883116883122e-05
3179,1.1,4.3999999999999995,1.0,0.07234974730347228,3.235948051948052e-05
3180,1.1,4.3999999999999995,2.0,0.14283987117244284,1.2473766233766243e-05
3181,1.1,4.5,1.0,0.0719764641804039,3.1997922077922085e-05
3182,1.1,4.5,2.0,0.14033164912113735,1.1750649350649363e-05
3183,1.1,4.6,1.0,0.07160556313855305,3.163636363636365e-05
3184,1.1,4.6,2.0,0.13785271236059576,1.1027532467532483e-05
3185,1.1,4.7,1.0,0.07123697951629858,3.12748051948052e-05
3186,1.1,4.8,1.0,0.07087065260587469,3.091324675324676e-05
3187,1.1,4.9,1.0,0.07050652532986681,3.055168831168832e-05
3188,1.2000000000000002,0.1,1.0,0.0955629374570508,4.341714285714285e-05
3189,1.2000000000000002,0.1,2.0,0.29369305886033414,3.910857142857142e-05
3190,1.2000000000000002,0.1,3.0,0.5379805198540029,3.479999999999999e-05
3191,1.2000000000000002,0.1,4.0,0.7943442955791864,3.0491428571428563e-05
3192,1.2000000000000002,0.1,5.0,1.0387318501565037,2.6182857142857133e-05
3193,1.2000000000000002,0.1,6.0,1.25389137658294,2.1874285714285707e-05
3194,1.2000000000000002,0.1,7.0,1.4278245005937273,1.7565714285714278e-05
3195,1.2000000000000002,0.1,8.0,1.5528480510414913,1.3257142857142848e-05
3196,1.2000000000000002,0.1,9.0,1.6249383351776454,8.948571428571422e-06
3197,1.2000000000000002,0.1,10.0,1.6432255278146406,4.6399999999999895e-06
3198,1.2000000000000002,0.2,1.0,0.093206093384979,4.3085714285714274e-05
3199,1.2000000000000002,0.2,2.0,0.2838909175483869,3.844571428571428e-05
3200,1.2000000000000002,0.2,3.0,0.5149001525414565,3.380571428571428e-05
3201,1.2000000000000002,0.2,4.0,0.7519572316293474,2.916571428571428e-05
3202,1.2000000000000002,0.2,5.0,0.9713217480148773,2.452571428571428e-05
3203,1.2000000000000002,0.2,6.0,1.1564858947759438,1.988571428571428e-05
3204,1.2000000000000002,0.2,7.0,1.2965604072072108,1.5245714285714276e-05
3205,1.2000000000000002,0.2,8.0,1.3852758406726904,1.060571428571428e-05
3206,1.2000000000000002,0.2,9.0,1.4202694221028507,5.965714285714284e-06
3207,1.2000000000000002,0.30000000000000004,1.0,0.0916946756549947,4.2754285714285704e-05
3208,1.2000000000000002,0.30000000000000004,2.0,0.2767744581592081,3.778285714285714e-05
3209,1.2000000000000002,0.30000000000000004,3.0,0.4969704149446291,3.2811428571428564e-05
3210,1.2000000000000002,0.30000000000000004,4.0,0.7176503885024662,2.783999999999999e-05
3211,1.2000000000000002,0.30000000000000004,5.0,0.9153249877680082,2.2868571428571418e-05
3212,1.2000000000000002,0.30000000000000004,6.0,1.07423459224291,1.7897142857142848e-05
3213,1.2000000000000002,0.30000000000000004,7.0,1.1846489069518336,1.2925714285714278e-05
3214,1.2000000000000002,0.30000000000000004,8.0,1.2417927011014096,7.954285714285705e-06
3215,1.2000000000000002,0.30000000000000004,9.0,1.2450616408833564,2.9828571428571317e-06
3216,1.2000000000000002,0.4,1.0,0.09052641729743473,4.2422857142857134e-05
3217,1.2000000000000002,0.4,2.0,0.27077170502748593,3.711999999999999e-05
3218,1.2000000000000002,0.4,3.0,0.4812531738799071,3.181714285714285e-05
3219,1.2000000000000002,0.4,4.0,0.6869867089898086,2.6514285714285707e-05
3220,1.2000000000000002,0.4,5.0,0.8647898821437763,2.1211428571428563e-05
3221,1.2000000000000002,0.4,6.0,0.9997407809235227,1.5908571428571423e-05
3222,1.2000000000000002,0.4,7.0,1.0833779869023283,1.060571428571428e-05
3223,1.2000000000000002,0.4,8.0,1.1125389540309076,5.302857142857137e-06
3224,1.2000000000000002,0.5,1.0,0.08954559431698007,4.2091428571428563e-05
3225,1.2000000000000002,0.5,2.0,0.26539286413173213,3.645714285714285e-05
3226,1.2000000000000002,0.5,3.0,0.46682763899804636,3.0822857142857136e-05
3227,1.2000000000000002,0.5,4.0,0.658565795325317,2.5188571428571423e-05
3228,1.2000000000000002,0.5,5.0,0.8178212441956735,1.955428571428571e-05
3229,1.2000000000000002,0.5,6.0,0.9306219321269612,1.3919999999999995e-05
3230,1.2000000000000002,0.5,7.0,0.9898984149951919,8.285714285714282e-06
3231,1.2000000000000002,0.6,1.0,0.08868328659801857,4.175999999999999e-05
3232,1.2000000000000002,0.6,2.0,0.26042012031279954,3.57942857142857e-05
3233,1.2000000000000002,0.6,3.0,0.45328190468689616,2.982857142857142e-05
3234,1.2000000000000002,0.6,4.0,0.6317564025128105,2.3862857142857135e-05
3235,1.2000000000000002,0.6,5.0,0.7735560224263063,1.789714285714285e-05
3236,1.2000000000000002,0.6,6.0,0.8657777262910045,1.193142857142856e-05
3237,1.2000000000000002,0.6,7.0,0.9028684269702751,5.965714285714277e-06
3238,1.2000000000000002,0.7000000000000001,1.0,0.08790289162457758,4.142857142857142e-05
3239,1.2000000000000002,0.7000000000000001,2.0,0.2557372349525483,3.513142857142856e-05
3240,1.2000000000000002,0.7000000000000001,3.0,0.44039477938968863,2.8834285714285705e-05
3241,1.2000000000000002,0.7000000000000001,4.0,0.6062166480880647,2.2537142857142848e-05
3242,1.2000000000000002,0.7000000000000001,5.0,0.7315211077292527,1.6239999999999987e-05
3243,1.2000000000000002,0.7000000000000001,6.0,0.804594486020908,9.942857142857133e-06
3244,1.2000000000000002,0.7000000000000001,7.0,0.8215211393739289,3.645714285714279e-06
3245,1.2000000000000002,0.8,1.0,0.08718263072596379,4.109714285714285e-05
3246,1.2000000000000002,0.8,2.0,0.2512747041494705,3.446857142857142e-05
3247,1.2000000000000002,0.8,3.0,0.4280331154338856,2.7839999999999994e-05
3248,1.2000000000000002,0.8,4.0,0.5817387348856355,2.1211428571428567e-05
3249,1.2000000000000002,0.8,5.0,0.6914248164757144,1.4582857142857136e-05
3250,1.2000000000000002,0.8,6.0,0.7466859069251899,7.954285714285712e-06
3251,1.2000000000000002,0.9,1.0,0.08650848962692999,4.0765714285714276e-05
3252,1.2000000000000002,0.9,2.0,0.24698757649400674,3.380571428571428e-05
3253,1.2000000000000002,0.9,3.0,0.41611017491692703,2.684571428571428e-05
3254,1.2000000000000002,0.9,4.0,0.5581858045488066,1.988571428571428e-05
3255,1.2000000000000002,0.9,5.0,0.6530718218972027,1.2925714285714278e-05
3256,1.2000000000000002,0.9,6.0,0.6917868982243852,5.965714285714284e-06
3257,1.2000000000000002,1.0,1.0,0.08587091655420595,4.0434285714285706e-05
3258,1.2000000000000002,1.0,2.0,0.24284505421700892,3.3142857142857134e-05
3259,1.2000000000000002,1.0,3.0,0.4045660626677289,2.5851428571428566e-05
3260,1.2000000000000002,1.0,4.0,0.535462176522605,1.8559999999999995e-05
3261,1.2000000000000002,1.0,5.0,0.6163229334075464,1.1268571428571427e-05
3262,1.2000000000000002,1.0,6.0,0.6397032046427156,3.977142857142856e-06
3263,1.2000000000000002,1.1,1.0,0.08526310767295271,4.0102857142857135e-05
3264,1.2000000000000002,1.1,2.0,0.23882508123065257,3.2479999999999994e-05
3265,1.2000000000000002,1.1,3.0,0.3933575172743505,2.485714285714285e-05
3266,1.2000000000000002,1.1,4.0,0.5134977767864972,1.7234285714285708e-05
3267,1.2000000000000002,1.1,5.0,0.5810739851090758,9.611428571428563e-06
3268,1.2000000000000002,1.2000000000000002,1.0,0.08468004414423919,3.9771428571428565e-05
3269,1.2000000000000002,1.2000000000000002,2.0,0.2349112968159006,3.181714285714285e-05
3270,1.2000000000000002,1.2000000000000002,3.0,0.3824521502322893,2.3862857142857135e-05
3271,1.2000000000000002,1.2000000000000002,4.0,0.4922393263231143,1.5908571428571423e-05
3272,1.2000000000000002,1.2000000000000002,5.0,0.5472438500188204,7.954285714285712e-06
3273,1.2000000000000002,1.3000000000000003,1.0,0.08411791716817678,3.943999999999999e-05
3274,1.2000000000000002,1.3000000000000003,2.0,0.23109121265283347,3.1154285714285706e-05
3275,1.2000000000000002,1.3000000000000003,3.0,0.37182498992542884,2.286857142857142e-05
3276,1.2000000000000002,1.3000000000000003,4.0,0.47164503994317414,1.4582857142857136e-05
3277,1.2000000000000002,1.3000000000000003,5.0,0.5147672048838271,6.297142857142854e-06
3278,1.2000000000000002,1.4000000000000001,1.0,0.08357376736322217,3.910857142857142e-05
3279,1.2000000000000002,1.4000000000000001,2.0,0.22735506687693555,3.0491428571428563e-05
3280,1.2000000000000002,1.4000000000000001,3.0,0.36145630368509896,2.1874285714285707e-05
3281,1.2000000000000002,1.4000000000000001,4.0,0.4516812759595498,1.3257142857142848e-05
3282,1.2000000000000002,1.4000000000000001,5.0,0.48358994146449447,4.6399999999999895e-06
3283,1.2000000000000002,1.5000000000000002,1.0,0.08304524923019692,3.877714285714285e-05
3284,1.2000000000000002,1.5000000000000002,2.0,0.22369507394709298,2.9828571428571422e-05
3285,1.2000000000000002,1.5000000000000002,3.0,0.351330168534685,2.0879999999999997e-05
3286,1.2000000000000002,1.5000000000000002,4.0,0.43232033115532753,1.1931428571428568e-05
3287,1.2000000000000002,1.6,1.0,0.08253047200277158,3.844571428571428e-05
3288,1.2000000000000002,1.6,2.0,0.22010491665746545,2.916571428571428e-05
3289,1.2000000000000002,1.6,3.0,0.3414335008593502,1.988571428571428e-05
3290,1.2000000000000002,1.6,4.0,0.4135389393217457,1.060571428571428e-05
3291,1.2000000000000002,1.7000000000000002,1.0,0.08202788896110214,3.811428571428571e-05
3292,1.2000000000000002,1.7000000000000002,2.0,0.21657939204993004,2.8502857142857135e-05
3293,1.2000000000000002,1.7000000000000002,3.0,0.331755378333108,1.8891428571428562e-05
3294,1.2000000000000002,1.7000000000000002,4.0,0.39531721882518694,9.279999999999992e-06
3295,1.2000000000000002,1.8000000000000003,1.0,0.08153621851188078,3.778285714285714e-05
3296,1.2000000000000002,1.8000000000000003,2.0,0.21311415838378467,2.783999999999999e-05
3297,1.2000000000000002,1.8000000000000003,3.0,0.3222865541326238,1.7897142857142848e-05
3298,1.2000000000000002,1.8000000000000003,4.0,0.37763791624510096,7.954285714285705e-06
3299,1.2000000000000002,1.9000000000000001,1.0,0.08105438668574864,3.745142857142856e-05
3300,1.2000000000000002,1.9000000000000001,2.0,0.2097055503606433,2.7177142857142847e-05
3301,1.2000000000000002,1.9000000000000001,3.0,0.3130191012799413,1.6902857142857134e-05
3302,1.2000000000000002,1.9000000000000001,4.0,0.36048585080503714,6.628571428571417e-06
3303,1.2000000000000002,2.0,1.0,0.08058148443449742,3.711999999999999e-05
3304,1.2000000000000002,2.0,2.0,0.20635044159863764,2.6514285714285707e-05
3305,1.2000000000000002,2.0,3.0,0.30394614724405977,1.5908571428571423e-05
3306,1.2000000000000002,2.0,4.0,0.34384749836985984,5.302857142857137e-06
3307,1.2000000000000002,2.1,1.0,0.08011673537949746,3.678857142857142e-05
3308,1.2000000000000002,2.1,2.0,0.20304614053208217,2.5851428571428563e-05
3309,1.2000000000000002,2.1,3.0,0.2950616725200595,1.4914285714285706e-05
3310,1.2000000000000002,2.2,1.0,0.07965947108409967,3.645714285714285e-05
3311,1.2000000000000002,2.2,2.0,0.19979031041729345,2.5188571428571423e-05
3312,1.2000000000000002,2.2,3.0,0.2863603554392157,1.3919999999999995e-05
3313,1.2000000000000002,2.3000000000000003,1.0,0.07920911183678833,3.612571428571428e-05
3314,1.2000000000000002,2.3000000000000003,2.0,0.19658090702573192,2.452571428571428e-05
3315,1.2000000000000002,2.3000000000000003,3.0,0.2778374509667805,1.2925714285714278e-05
3316,1.2000000000000002,2.4000000000000004,1.0,0.07876515153361206,3.57942857142857e-05
3317,1.2000000000000002,2.4000000000000004,2.0,0.19341612951758155,2.3862857142857135e-05
3318,1.2000000000000002,2.4000000000000004,3.0,0.26948869487681903,1.193142857142856e-05
3319,1.2000000000000002,2.5000000000000004,1.0,0.07832714565300929,3.546285714285713e-05
3320,1.2000000000000002,2.5000000000000004,2.0,0.19029438127600687,2.319999999999999e-05
3321,1.2000000000000002,2.5000000000000004,3.0,0.2613102271424591,1.093714285714285e-05
3322,1.2000000000000002,2.6,1.0,0.07789470159339405,3.513142857142856e-05
3323,1.2000000000000002,2.6,2.0,0.18721423836545453,2.253714285714285e-05
3324,1.2000000000000002,2.6,3.0,0.2532985300625696,9.94285714285714e-06
3325,1.2000000000000002,2.7,1.0,0.07746747083716107,3.479999999999999e-05
3326,1.2000000000000002,2.7,2.0,0.1841744238938544,2.1874285714285707e-05
3327,1.2000000000000002,2.7,3.0,0.24545037782212722,8.948571428571422e-06
3328,1.2000000000000002,2.8000000000000003,1.0,0.0770451425416679,3.446857142857142e-05
3329,1.2000000000000002,2.8000000000000003,2.0,0.18117378699573586,2.1211428571428567e-05
3330,1.2000000000000002,2.8000000000000003,3.0,0.2377627950188078,7.954285714285712e-06
3331,1.2000000000000002,2.9000000000000004,1.0,0.07662743825611354,3.413714285714285e-05
3332,1.2000000000000002,2.9000000000000004,2.0,0.17821128546778545,2.054857142857142e-05
3333,1.2000000000000002,2.9000000000000004,3.0,0.23023302229009612,6.959999999999994e-06
3334,1.2000000000000002,3.0000000000000004,1.0,0.07621410753485283,3.3805714285714275e-05
3335,1.2000000000000002,3.0000000000000004,2.0,0.17528597131765186,1.9885714285714276e-05
3336,1.2000000000000002,3.1,1.0,0.07580492427046912,3.3474285714285705e-05
3337,1.2000000000000002,3.1,2.0,0.17239697865600545,1.9222857142857135e-05
3338,1.2000000000000002,3.2,1.0,0.07539968360927565,3.3142857142857134e-05
3339,1.2000000000000002,3.2,2.0,0.16954351348814545,1.8559999999999995e-05
3340,1.2000000000000002,3.3000000000000003,1.0,0.07499819934155541,3.2811428571428564e-05
3341,1.2000000000000002,3.3000000000000003,2.0,0.16672484505669463,1.789714285714285e-05
3342,1.2000000000000002,3.4000000000000004,1.0,0.07460030168139375,3.2479999999999994e-05
3343,1.2000000000000002,3.4000000000000004,2.0,0.16394029845946714,1.7234285714285708e-05
3344,1.2000000000000002,3.5000000000000004,1.0,0.07420583536826689,3.214857142857142e-05
3345,1.2000000000000002,3.5000000000000004,2.0,0.161189248322351,1.6571428571428564e-05
3346,1.2000000000000002,3.6,1.0,0.07381465803594656,3.181714285714285e-05
3347,1.2000000000000002,3.6,2.0,0.15847111335027161,1.5908571428571423e-05
3348,1.2000000000000002,3.7,1.0,0.0734266388047382,3.1485714285714277e-05
3349,1.2000000000000002,3.7,2.0,0.15578535161307086,1.5245714285714283e-05
3350,1.2000000000000002,3.8000000000000003,1.0,0.07304165706129265,3.1154285714285706e-05
3351,1.2000000000000002,3.8000000000000003,2.0,0.15313145644973133,1.4582857142857136e-05
3352,1.2000000000000002,3.9000000000000004,1.0,0.07265960139674107,3.0822857142857136e-05
3353,1.2000000000000002,3.9000000000000004,2.0,0.15050895289545319,1.3919999999999995e-05
3354,1.2000000000000002,4.0,1.0,0.07228036867909265,3.0491428571428566e-05
3355,1.2000000000000002,4.0,2.0,0.1479173945529164,1.3257142857142855e-05
3356,1.2000000000000002,4.1,1.0,0.07190386323999846,3.0159999999999996e-05
3357,1.2000000000000002,4.1,2.0,0.14535636084257997,1.2594285714285715e-05
3358,1.2000000000000002,4.2,1.0,0.07152999615934394,2.9828571428571422e-05
3359,1.2000000000000002,4.2,2.0,0.14282545457778453,1.1931428571428568e-05
3360,1.2000000000000002,4.3,1.0,0.07115868463385819,2.9497142857142852e-05
3361,1.2000000000000002,4.3,2.0,0.1403242998192997,1.1268571428571427e-05
3362,1.2000000000000002,4.3999999999999995,1.0,0.0707898514181531,2.9165714285714282e-05
3363,1.2000000000000002,4.3999999999999995,2.0,0.13785253997120359,1.0605714285714287e-05
