,$L(\mu H)$,L_str,$R(\Omega)$,R_str,$C(\mu F)$,C_str,V(out),W
0,0.0426494232775542,0.0426494232775542u,0.1,0.1,14.84797094777797,14.84797094777797u,2.398797,3.903056
1,0.0426494232775542,0.0426494232775542u,0.1291549665014884,0.1291549665014884,14.84797094777797,14.84797094777797u,1.6034353,4.3701262
2,0.0426494232775542,0.0426494232775542u,0.16681005372000587,0.16681005372000587,14.84797094777797,14.84797094777797u,2.9870267,4.8787985
3,0.0426494232775542,0.0426494232775542u,0.21544346900318834,0.21544346900318834,14.84797094777797,14.84797094777797u,2.9442465,5.2516785
4,0.0426494232775542,0.0426494232775542u,0.2782559402207124,0.2782559402207124,14.84797094777797,14.84797094777797u,1.5915581,5.3333416
5,0.0426494232775542,0.0426494232775542u,0.35938136638046275,0.35938136638046275,14.84797094777797,14.84797094777797u,1.6752174,5.432023
6,0.0426494232775542,0.0426494232775542u,0.46415888336127786,0.46415888336127786,14.84797094777797,14.84797094777797u,1.6578103,5.099352
7,0.0426494232775542,0.0426494232775542u,0.5994842503189409,0.5994842503189409,14.84797094777797,14.84797094777797u,0.46344975,4.851868
8,0.0426494232775542,0.0426494232775542u,0.774263682681127,0.774263682681127,14.84797094777797,14.84797094777797u,-0.18475462,4.844176
9,0.0426494232775542,0.0426494232775542u,1.0,1.0,14.84797094777797,14.84797094777797u,-0.10201016,4.4147816
10,0.0426494232775542,0.0426494232775542u,1.291549665014884,1.291549665014884,14.84797094777797,14.84797094777797u,0.51132816,4.0567775
11,0.0426494232775542,0.0426494232775542u,1.6681005372000584,1.6681005372000584,14.84797094777797,14.84797094777797u,0.77545446,3.44507
12,0.0426494232775542,0.0426494232775542u,2.1544346900318834,2.1544346900318834,14.84797094777797,14.84797094777797u,0.30823225,2.779784
13,0.0426494232775542,0.0426494232775542u,2.7825594022071245,2.7825594022071245,14.84797094777797,14.84797094777797u,0.22797202,2.2621696
14,0.0426494232775542,0.0426494232775542u,3.593813663804626,3.593813663804626,14.84797094777797,14.84797094777797u,0.4092752,1.8969315
15,0.0426494232775542,0.0426494232775542u,4.6415888336127775,4.6415888336127775,14.84797094777797,14.84797094777797u,0.30676913,1.439593
16,0.0426494232775542,0.0426494232775542u,5.994842503189409,5.994842503189409,14.84797094777797,14.84797094777797u,0.16298576,1.124229
17,0.0426494232775542,0.0426494232775542u,7.742636826811269,7.742636826811269,14.84797094777797,14.84797094777797u,0.18309666,0.9162275
18,0.0426494232775542,0.0426494232775542u,10.0,10.0,14.84797094777797,14.84797094777797u,0.12344756,0.7225576
19,0.0426494232775542,0.0426494232775542u,12.91549665014884,12.91549665014884,14.84797094777797,14.84797094777797u,0.1031032,0.5537253
20,0.0426494232775542,0.0426494232775542u,16.68100537200059,16.68100537200059,14.84797094777797,14.84797094777797u,0.038357124,0.4401826
21,0.0426494232775542,0.0426494232775542u,21.54434690031882,21.54434690031882,14.84797094777797,14.84797094777797u,0.060831863,0.34463137
22,0.0426494232775542,0.0426494232775542u,27.82559402207123,27.82559402207123,14.84797094777797,14.84797094777797u,0.013619922,0.27186444
23,0.0426494232775542,0.0426494232775542u,35.93813663804626,35.93813663804626,14.84797094777797,14.84797094777797u,0.03672523,0.21070978
24,0.0426494232775542,0.0426494232775542u,46.41588833612777,46.41588833612777,14.84797094777797,14.84797094777797u,0.029073881,0.17039031
25,0.0426494232775542,0.0426494232775542u,59.94842503189409,59.94842503189409,14.84797094777797,14.84797094777797u,0.027542436,0.13125952
26,0.0426494232775542,0.0426494232775542u,77.4263682681127,77.4263682681127,14.84797094777797,14.84797094777797u,0.018256342,0.10102868
27,0.0426494232775542,0.0426494232775542u,100.0,100.0,14.84797094777797,14.84797094777797u,0.012797001,0.07724277
28,0.0426494232775542,0.0426494232775542u,129.15496650148827,129.15496650148827,14.84797094777797,14.84797094777797u,0.012168943,0.057755463
29,0.0426494232775542,0.0426494232775542u,166.81005372000575,166.81005372000575,14.84797094777797,14.84797094777797u,0.003750756,0.046512365
30,0.0426494232775542,0.0426494232775542u,215.44346900318823,215.44346900318823,14.84797094777797,14.84797094777797u,0.004611308,0.03645161
