,L,L_str,R,R_str,V(out),W
0,0.1,0.1u,1.4384498882876628,1.4384498882876628,0.019585943,-0.00037812805
1,233.57214690901213,233.57214690901213u,1.0,1.0,0.39128882,-5.37838e-06
2,0.16237767391887217,0.16237767391887217u,1.0,1.0,0.021494117,-0.00013608756
3,143.8449888287663,143.8449888287663u,6.158482110660264,6.158482110660264,0.37021372,-3.970685e-05
4,0.1,0.1u,1.0,1.0,0.02108583,-0.00030910576
5,88.58667904100822,88.58667904100822u,1.0,1.0,0.38266546,-1.871685e-05
6,233.57214690901213,233.57214690901213u,6.158482110660264,6.158482110660264,0.3835774,-8.068638e-06
7,88.58667904100822,88.58667904100822u,4.281332398719393,4.281332398719393,0.3756271,-3.1313597e-05
8,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
9,233.57214690901213,233.57214690901213u,2.976351441631318,2.976351441631318,0.38660052,-8.017131e-06
10,88.58667904100822,88.58667904100822u,2.0691380811147897,2.0691380811147897,0.3804223,-2.1462885e-05
11,143.8449888287663,143.8449888287663u,1.4384498882876628,1.4384498882876628,0.37769884,-2.6459908e-05
12,233.57214690901213,233.57214690901213u,1.4384498882876628,1.4384498882876628,0.39099243,-6.719061e-06
13,143.8449888287663,143.8449888287663u,4.281332398719393,4.281332398719393,0.37207085,-3.8392576e-05
14,88.58667904100822,88.58667904100822u,2.976351441631318,2.976351441631318,0.37996566,-2.3699311e-05
15,143.8449888287663,143.8449888287663u,1.0,1.0,0.37793136,-2.5968235e-05
16,88.58667904100822,88.58667904100822u,1.0,1.0,0.38266546,-1.871685e-05
17,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
18,88.58667904100822,88.58667904100822u,4.281332398719393,4.281332398719393,0.3756271,-3.1313597e-05
19,233.57214690901213,233.57214690901213u,2.976351441631318,2.976351441631318,0.38660052,-8.017131e-06
20,143.8449888287663,143.8449888287663u,1.0,1.0,0.37793136,-2.5968235e-05
21,233.57214690901213,233.57214690901213u,2.976351441631318,2.976351441631318,0.38660052,-8.017131e-06
22,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
23,233.57214690901213,233.57214690901213u,1.0,1.0,0.39128882,-5.37838e-06
24,233.57214690901213,233.57214690901213u,1.0,1.0,0.39128882,-5.37838e-06
25,0.1,0.1u,1.4384498882876628,1.4384498882876628,0.019585943,-0.00037812805
26,0.16237767391887217,0.16237767391887217u,1.0,1.0,0.021494117,-0.00013608756
27,143.8449888287663,143.8449888287663u,6.158482110660264,6.158482110660264,0.37021372,-3.970685e-05
28,0.1,0.1u,1.0,1.0,0.02108583,-0.00030910576
29,88.58667904100822,88.58667904100822u,1.0,1.0,0.38266546,-1.871685e-05
30,88.58667904100822,88.58667904100822u,4.281332398719393,4.281332398719393,0.3756271,-3.1313597e-05
31,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
32,233.57214690901213,233.57214690901213u,2.976351441631318,2.976351441631318,0.38660052,-8.017131e-06
33,88.58667904100822,88.58667904100822u,2.976351441631318,2.976351441631318,0.37996566,-2.3699311e-05
34,143.8449888287663,143.8449888287663u,1.0,1.0,0.37793136,-2.5968235e-05
35,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
36,143.8449888287663,143.8449888287663u,1.0,1.0,0.37793136,-2.5968235e-05
37,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
38,143.8449888287663,143.8449888287663u,1.0,1.0,0.37793136,-2.5968235e-05
39,0.1,0.1u,1.0,1.0,0.02108583,-0.00030910576
40,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
41,143.8449888287663,143.8449888287663u,1.0,1.0,0.37793136,-2.5968235e-05
42,0.1,0.1u,1.0,1.0,0.02108583,-0.00030910576
43,143.8449888287663,143.8449888287663u,4.281332398719393,4.281332398719393,0.37207085,-3.8392576e-05
44,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
45,0.1,0.1u,1.0,1.0,0.02108583,-0.00030910576
46,233.57214690901213,233.57214690901213u,2.976351441631318,2.976351441631318,0.38660052,-8.017131e-06
47,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
48,143.8449888287663,143.8449888287663u,2.976351441631318,2.976351441631318,0.37375394,-3.6162575e-05
49,88.58667904100822,88.58667904100822u,1.0,1.0,0.38266546,-1.871685e-05
